Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH,AG_diff,AG_pc,AG_diff_pc,AI_diff,AI_pc,AI_diff_pc,AR_diff,AR_pc,AR_diff_pc,BE_diff,BE_pc,BE_diff_pc,BL_diff,BL_pc,BL_diff_pc,BS_diff,BS_pc,BS_diff_pc,FR_diff,FR_pc,FR_diff_pc,GE_diff,GE_pc,GE_diff_pc,GL_diff,GL_pc,GL_diff_pc,GR_diff,GR_pc,GR_diff_pc,JU_diff,JU_pc,JU_diff_pc,LU_diff,LU_pc,LU_diff_pc,NE_diff,NE_pc,NE_diff_pc,NW_diff,NW_pc,NW_diff_pc,OW_diff,OW_pc,OW_diff_pc,SG_diff,SG_pc,SG_diff_pc,SH_diff,SH_pc,SH_diff_pc,SO_diff,SO_pc,SO_diff_pc,SZ_diff,SZ_pc,SZ_diff_pc,TG_diff,TG_pc,TG_diff_pc,TI_diff,TI_pc,TI_diff_pc,UR_diff,UR_pc,UR_diff_pc,VD_diff,VD_pc,VD_diff_pc,VS_diff,VS_pc,VS_diff_pc,ZG_diff,ZG_pc,ZG_diff_pc,ZH_diff,ZH_pc,ZH_diff_pc,CH_diff,CH_pc,CH_diff_pc
2020-04-28,1098.0,25.0,94.0,1733.0,855.0,943.0,1042.0,5179.0,121.0,809.0,192.0,659.0,676.0,111.0,78.0,769.0,74.0,383.0,295.0,362.0,3176.0,85.0,5258.0,1839.0,185.0,3409.0,29450.0,6.0,0.0016189747378012908,8.846856490717436e-06,0.0,0.001548467017652524,0.0,0.0,0.001701850309591918,0.0,11.0,0.001674433344895587,1.062825550712721e-05,2.0,0.002967389946274624,6.941263032221343e-06,2.0,0.004841707484879291,1.0268732735693088e-05,4.0,0.0032693888564669263,1.2550437068970927e-05,20.0,0.010457365890693368,4.0383726166029614e-05,0.0,0.0029948271167982575,0.0,2.0,0.0040780526164563785,1.0081712278013298e-05,1.0,0.0026151268745147715,1.3620452471431101e-05,5.0,0.0016090556381651393,1.2208312884409253e-05,4.0,0.003798521049200962,2.247645591243173e-05,1.0,0.002568077181130417,2.3135830460634384e-05,3.0,0.002061256309294152,7.927908881900585e-05,4.0,0.0015146829703543648,7.878715060360805e-06,1.0,0.0009025380834481833,1.2196460587137613e-05,1.0,0.0014019341566798686,3.6604024978586646e-06,2.0,0.001853422548927214,1.2565576602896366e-05,2.0,0.0013093550160594924,7.234005613588356e-06,7.0,0.00898843333531441,1.9810778761713124e-05,2.0,0.0023330497076825955,5.489528723959048e-05,22.0,0.006579531874691076,2.752942206983714e-05,10.0,0.005346629646320013,2.9073570670581907e-05,0.0,0.00145856492979178,0.0,15.0,0.0022413357808974284,9.862140426360054e-06,127.0,0.003447908483493943,1.4868739470415306e-05
2020-04-29,1105.0,25.0,94.0,1741.0,859.0,946.0,1055.0,5196.0,122.0,811.0,192.0,667.0,680.0,111.0,78.0,775.0,74.0,384.0,295.0,363.0,3191.0,85.0,5272.0,1846.0,185.0,3438.0,29590.0,7.0,0.0016292960703737944,1.0321332572503675e-05,0.0,0.001548467017652524,0.0,0.0,0.001701850309591918,0.0,8.0,0.0016821629852644068,7.72964036881979e-06,4.0,0.002981272472339067,1.3882526064442686e-05,3.0,0.00485711058398283,1.5403099103539633e-05,13.0,0.003310177776941082,4.078892047415551e-05,17.0,0.010491692057934494,3.4326167241125174e-05,1.0,0.003019577754127169,2.475063732891122e-05,2.0,0.004088134328734392,1.0081712278013298e-05,0.0,0.0026151268745147715,0.0,8.0,0.0016285889387801942,1.9533300615054802e-05,4.0,0.003820997505113394,2.247645591243173e-05,0.0,0.002568077181130417,0.0,0.0,0.002061256309294152,0.0,6.0,0.001526501042944906,1.181807259054121e-05,0.0,0.0009025380834481833,0.0,1.0,0.0014055945591777272,3.6604024978586646e-06,0.0,0.001853422548927214,0.0,1.0,0.0013129720188662867,3.617002806794178e-06,15.0,0.00903088500408951,4.2451668775099546e-05,0.0,0.0023330497076825955,0.0,14.0,0.006597050597826427,1.7518723135350907e-05,7.0,0.00536698114578942,2.0351499469407337e-05,0.0,0.00145856492979178,0.0,29.0,0.0022604025857217245,1.9066804824296106e-05,140.0,0.0034642992199180227,1.6390736424079866e-05
2020-04-30,1111.0,25.0,95.0,1757.0,861.0,951.0,1068.0,5205.0,122.0,813.0,193.0,678.0,685.0,113.0,78.0,777.0,75.0,388.0,302.0,365.0,3210.0,86.0,5285.0,1852.0,189.0,3449.0,29733.0,6.0,0.0016381429268645118,8.846856490717436e-06,0.0,0.001548467017652524,0.0,1.0,0.0017199551001194917,1.8104790527573596e-05,16.0,0.0016976222660020463,1.545928073763958e-05,2.0,0.002988213735371288,6.941263032221343e-06,5.0,0.004882782415822063,2.567183183923272e-05,13.0,0.0033509666974152375,4.078892047415551e-05,9.0,0.010509864734709207,1.8172676774713326e-05,0.0,0.003019577754127169,0.0,2.0,0.004098216041012405,1.0081712278013298e-05,1.0,0.0026287473269862023,1.3620452471431101e-05,11.0,0.0016554472271258945,2.6858288345700353e-05,5.0,0.0038490930750039332,2.809556989053966e-05,2.0,0.0026143488420516856,4.627166092126877e-05,0.0,0.002061256309294152,0.0,2.0,0.0015304404004750866,3.939357530180403e-06,1.0,0.000914734544035321,1.2196460587137613e-05,4.0,0.0014202361691691618,1.4641609991434658e-05,7.0,0.0018974020670373512,4.397951811013728e-05,2.0,0.001320206024479875,7.234005613588356e-06,19.0,0.009084657117871304,5.3772113781792764e-05,1.0,0.002360497351302391,2.744764361979524e-05,13.0,0.006613317983594967,1.6267385768540127e-05,6.0,0.005384425288191769,1.7444142402349143e-05,4.0,0.001490101468814305,3.153653902252497e-05,11.0,0.0022676348220343886,7.23223631266404e-06,143.0,0.003481041186408333,1.6741966490310148e-05
2020-05-01,1123.0,25.0,96.0,1767.0,862.0,952.0,1076.0,5223.0,122.0,814.0,193.0,682.0,688.0,113.0,78.0,778.0,75.0,390.0,303.0,370.0,3218.0,87.0,5302.0,1856.0,189.0,3462.0,29844.0,12.0,0.0016558366398459468,1.7693712981434873e-05,0.0,0.001548467017652524,0.0,1.0,0.0017380598906470651,1.8104790527573596e-05,10.0,0.0017072843164630711,9.662050461024738e-06,1.0,0.002991684366887399,3.4706315161106715e-06,1.0,0.00488791678218991,5.134366367846544e-06,8.0,0.0033760675715531793,2.5100874137941854e-05,18.0,0.010546210088258633,3.634535354942665e-05,0.0,0.003019577754127169,0.0,1.0,0.004103256897151413,5.040856139006649e-06,0.0,0.0026287473269862023,0.0,4.0,0.001665213877433422,9.766650307527401e-06,3.0,0.0038659504169382573,1.6857341934323796e-05,0.0,0.0026143488420516856,0.0,0.0,0.002061256309294152,0.0,1.0,0.0015324100792401768,1.9696787650902013e-06,0.0,0.000914734544035321,0.0,2.0,0.0014275569741648792,7.320804995717329e-06,1.0,0.0019036848553387995,6.282788301448183e-06,5.0,0.001338291038513846,1.808501403397089e-05,8.0,0.00910729800788469,2.2640890013386425e-05,1.0,0.002387944994922186,2.744764361979524e-05,17.0,0.00663459071883075,2.1272735235783242e-05,4.0,0.005396054716460002,1.1629428268232763e-05,0.0,0.001490101468814305,0.0,13.0,0.0022761820104039007,8.547188369512047e-06,111.0,0.0034940366988588534,1.2995512450520464e-05
2020-05-02,1128.0,,96.0,1779.0,865.0,955.0,1090.0,5228.0,122.0,816.0,193.0,683.0,688.0,113.0,,778.0,75.0,392.0,304.0,370.0,3225.0,89.0,5311.0,1858.0,189.0,3465.0,29915.0,5.0,0.001663209020254878,7.372380408931197e-06,,0.001548467017652524,,0.0,0.0017380598906470651,0.0,12.0,0.0017188787770163008,1.1594460553229686e-05,3.0,0.003002096261435731,1.0411894548332014e-05,3.0,0.004903319881293449,1.5403099103539633e-05,14.0,0.0034199941012945777,4.392652974139824e-05,5.0,0.01055630601980014,1.0095931541507403e-05,0.0,0.003019577754127169,0.0,2.0,0.0041133386094294256,1.0081712278013298e-05,0.0,0.0026287473269862023,0.0,1.0,0.0016676555400103037,2.4416625768818503e-06,0.0,0.0038659504169382573,0.0,0.0,0.0026143488420516856,0.0,,0.002061256309294152,,0.0,0.0015324100792401768,0.0,0.0,0.000914734544035321,0.0,2.0,0.0014348777791605965,7.320804995717329e-06,1.0,0.0019099676436402475,6.282788301448183e-06,0.0,0.001338291038513846,0.0,7.0,0.009127108786646403,1.9810778761713124e-05,2.0,0.0024428402821617765,5.489528723959048e-05,9.0,0.006645852755132047,1.126203630129701e-05,2.0,0.005401869430594119,5.814714134116382e-06,0.0,0.001490101468814305,0.0,3.0,0.0022781544384891726,1.972428085272011e-06,71.0,0.0035023491437596367,8.31244490078336e-06
2020-05-03,1132.0,,97.0,1791.0,865.0,956.0,1095.0,5234.0,122.0,816.0,193.0,683.0,689.0,113.0,,778.0,75.0,398.0,304.0,371.0,3235.0,90.0,5316.0,1860.0,189.0,3469.0,29974.0,4.0,0.001669106924582023,5.897904327144957e-06,,0.001548467017652524,,1.0,0.0017561646811746388,1.8104790527573596e-05,12.0,0.0017304732375695306,1.1594460553229686e-05,0.0,0.003002096261435731,0.0,1.0,0.0049084542476612964,5.134366367846544e-06,5.0,0.003435682147630791,1.5688046336213657e-05,6.0,0.01056842113764995,1.2115117849808884e-05,0.0,0.003019577754127169,0.0,0.0,0.0041133386094294256,0.0,0.0,0.0026287473269862023,0.0,0.0,0.0016676555400103037,0.0,1.0,0.003871569530916365,5.619113978107932e-06,0.0,0.0026143488420516856,0.0,,0.002061256309294152,,0.0,0.0015324100792401768,0.0,0.0,0.000914734544035321,0.0,6.0,0.0014568401941477485,2.1962414987151987e-05,0.0,0.0019099676436402475,0.0,1.0,0.00134190804132064,3.617002806794178e-06,10.0,0.009155409899163136,2.8301112516733034e-05,1.0,0.0024702879257815715,2.744764361979524e-05,5.0,0.0066521094419661015,6.256686834053895e-06,2.0,0.005407684144728235,5.814714134116382e-06,0.0,0.001490101468814305,0.0,4.0,0.0022807843426028685,2.6299041136960146e-06,59.0,0.003509256668395499,6.907524635862229e-06
2020-05-04,1134.0,25.0,97.0,1796.0,865.0,958.0,1100.0,5240.0,122.0,816.0,193.0,685.0,691.0,113.0,79.0,780.0,75.0,400.0,305.0,371.0,3238.0,91.0,5324.0,1868.0,190.0,3471.0,30027.0,2.0,0.0016720558767455954,2.9489521635724785e-06,0.0,0.001548467017652524,0.0,0.0,0.0017561646811746388,0.0,5.0,0.0017353042628000428,4.831025230512369e-06,0.0,0.003002096261435731,0.0,2.0,0.004918722980396989,1.0268732735693088e-05,5.0,0.003451370193967005,1.5688046336213657e-05,6.0,0.010580536255499758,1.2115117849808884e-05,0.0,0.003019577754127169,0.0,0.0,0.0041133386094294256,0.0,0.0,0.0026287473269862023,0.0,2.0,0.0016725388651640674,4.8833251537637006e-06,2.0,0.003882807758872581,1.1238227956215864e-05,0.0,0.0026143488420516856,0.0,1.0,0.0020876826722338203,2.6426362939668615e-05,2.0,0.001536349436770357,3.939357530180403e-06,0.0,0.000914734544035321,0.0,2.0,0.0014641609991434658,7.320804995717329e-06,1.0,0.0019162504319416957,6.282788301448183e-06,0.0,0.00134190804132064,0.0,3.0,0.009163900232918156,8.49033375501991e-06,1.0,0.002497735569401367,2.744764361979524e-05,8.0,0.006662120140900588,1.0010698934486233e-05,8.0,0.005430943001264701,2.3258856536465527e-05,1.0,0.0014979856035699363,7.884134755631242e-06,2.0,0.002282099294659717,1.3149520568480073e-06,53.0,0.003515461732898901,6.205064503401663e-06
2020-05-05,1140.0,25.0,97.0,1798.0,866.0,959.0,1102.0,5249.0,122.0,816.0,196.0,685.0,695.0,113.0,79.0,781.0,75.0,402.0,305.0,372.0,3239.0,91.0,5335.0,1870.0,191.0,3487.0,30090.0,6.0,0.0016809027332363128,8.846856490717436e-06,0.0,0.001548467017652524,0.0,0.0,0.0017561646811746388,0.0,2.0,0.0017372366728922479,1.9324100922049473e-06,1.0,0.0030055668929518417,3.4706315161106715e-06,1.0,0.004923857346764836,5.134366367846544e-06,2.0,0.0034576454125014905,6.2752185344854636e-06,9.0,0.010598708932274471,1.8172676774713326e-05,0.0,0.003019577754127169,0.0,0.0,0.0041133386094294256,0.0,3.0,0.002669608684400496,4.0861357414293305e-05,0.0,0.0016725388651640674,0.0,4.0,0.003905284214785013,2.247645591243173e-05,0.0,0.0026143488420516856,0.0,0.0,0.0020876826722338203,0.0,1.0,0.0015383191155354473,1.9696787650902013e-06,0.0,0.000914734544035321,0.0,2.0,0.0014714818041391832,7.320804995717329e-06,0.0,0.0019162504319416957,0.0,1.0,0.0013455250441274343,3.617002806794178e-06,1.0,0.00916673034416983,2.830111251673303e-06,0.0,0.002497735569401367,0.0,11.0,0.0066758848519355065,1.376471103491857e-05,2.0,0.005436757715398817,5.814714134116382e-06,1.0,0.0015058697383255675,7.884134755631242e-06,16.0,0.002292618911114501,1.0519616454784058e-05,63.0,0.003522837564289737,7.37583139083594e-06
2020-05-06,1144.0,25.0,97.0,1804.0,867.0,962.0,1105.0,5256.0,125.0,818.0,196.0,685.0,700.0,113.0,79.0,784.0,75.0,403.0,305.0,373.0,3245.0,91.0,5354.0,1874.0,191.0,3502.0,30173.0,4.0,0.0016868006375634578,5.897904327144957e-06,0.0,0.001548467017652524,0.0,0.0,0.0017561646811746388,0.0,6.0,0.0017430339031688628,5.797230276614843e-06,1.0,0.003009037524467952,3.4706315161106715e-06,3.0,0.004939260445868375,1.5403099103539633e-05,3.0,0.0034670582403032186,9.412827801728195e-06,7.0,0.010612843236432582,1.4134304158110365e-05,3.0,0.0030938296661139025,7.425191198673365e-05,2.0,0.0041234203217074385,1.0081712278013298e-05,0.0,0.002669608684400496,0.0,0.0,0.0016725388651640674,0.0,5.0,0.003933379784675553,2.809556989053966e-05,0.0,0.0026143488420516856,0.0,0.0,0.0020876826722338203,0.0,3.0,0.0015442281518307178,5.909036295270605e-06,0.0,0.000914734544035321,0.0,1.0,0.0014751422066370417,3.6604024978586646e-06,0.0,0.0019162504319416957,0.0,1.0,0.0013491420469342284,3.617002806794178e-06,6.0,0.00918371101167987,1.698066751003982e-05,0.0,0.002497735569401367,0.0,19.0,0.006699660261904911,2.37754099694048e-05,4.0,0.0054483871436670495,1.1629428268232763e-05,0.0,0.0015058697383255675,0.0,15.0,0.002302481051540861,9.862140426360054e-06,83.0,0.0035325549294554412,9.717365165704492e-06
2020-05-07,1148.0,,97.0,1809.0,870.0,965.0,1113.0,5263.0,125.0,818.0,196.0,688.0,704.0,115.0,79.0,784.0,76.0,406.0,305.0,373.0,3253.0,92.0,5359.0,1875.0,192.0,3512.0,30242.0,4.0,0.0016926985418906028,5.897904327144957e-06,,0.001548467017652524,,0.0,0.0017561646811746388,0.0,5.0,0.001747864928399375,4.831025230512369e-06,3.0,0.0030194494190162843,1.0411894548332014e-05,3.0,0.004954663544971915,1.5403099103539633e-05,8.0,0.0034921591144411604,2.5100874137941854e-05,7.0,0.010626977540590693,1.4134304158110365e-05,0.0,0.0030938296661139025,0.0,0.0,0.0041234203217074385,0.0,0.0,0.002669608684400496,0.0,3.0,0.0016798638528947132,7.324987730645551e-06,4.0,0.003955856240587984,2.247645591243173e-05,2.0,0.0026606205029729543,4.627166092126877e-05,0.0,0.0020876826722338203,0.0,0.0,0.0015442281518307178,0.0,1.0,0.0009269310046224585,1.2196460587137613e-05,3.0,0.0014861234141306178,1.0981207493575993e-05,0.0,0.0019162504319416957,0.0,0.0,0.0013491420469342284,0.0,8.0,0.009206351901693256,2.2640890013386425e-05,1.0,0.002525183213021162,2.744764361979524e-05,5.0,0.006705916948738965,6.256686834053895e-06,1.0,0.005451294500734108,2.907357067058191e-06,1.0,0.0015137538730811988,7.884134755631242e-06,10.0,0.002309055811825101,6.574760284240037e-06,69.0,0.0035406332209787375,8.078291523296505e-06
2020-05-08,1152.0,,97.0,1818.0,871.0,966.0,1115.0,5269.0,125.0,819.0,197.0,689.0,710.0,115.0,79.0,786.0,76.0,407.0,305.0,373.0,3257.0,92.0,5370.0,1879.0,192.0,3522.0,30306.0,4.0,0.0016985964462177478,5.897904327144957e-06,,0.001548467017652524,,0.0,0.0017561646811746388,0.0,9.0,0.0017565607738142973,8.695845414922264e-06,1.0,0.003022920050532395,3.4706315161106715e-06,1.0,0.004959797911339762,5.134366367846544e-06,2.0,0.0034984343329756457,6.2752185344854636e-06,6.0,0.010639092658440501,1.2115117849808884e-05,0.0,0.0030938296661139025,0.0,1.0,0.004128461177846446,5.040856139006649e-06,1.0,0.002683229136871927,1.3620452471431101e-05,1.0,0.001682305515471595,2.4416625768818503e-06,6.0,0.0039895709244566315,3.371468386864759e-05,0.0,0.0026606205029729543,0.0,0.0,0.0020876826722338203,0.0,2.0,0.0015481675093608983,3.939357530180403e-06,0.0,0.0009269310046224585,0.0,1.0,0.0014897838166284764,3.6604024978586646e-06,0.0,0.0019162504319416957,0.0,0.0,0.0013491420469342284,0.0,4.0,0.009217672346699948,1.1320445006693213e-05,0.0,0.002525183213021162,0.0,11.0,0.006719681659773883,1.376471103491857e-05,4.0,0.00546292392900234,1.1629428268232763e-05,0.0,0.0015137538730811988,0.0,10.0,0.0023156305721093407,6.574760284240037e-06,64.0,0.003548126129058317,7.492908079579367e-06
2020-05-09,1154.0,25.0,,1825.0,872.0,967.0,1119.0,5278.0,126.0,820.0,197.0,689.0,710.0,115.0,,786.0,76.0,,306.0,374.0,3260.0,92.0,5377.0,1880.0,193.0,3527.0,30351.0,2.0,0.0017015453983813202,2.9489521635724785e-06,0.0,0.001548467017652524,0.0,,0.0017561646811746388,,7.0,0.0017633242091370147,6.763435322717316e-06,1.0,0.0030263906820485057,3.4706315161106715e-06,1.0,0.004964932277707608,5.134366367846544e-06,4.0,0.0035109847700446166,1.2550437068970927e-05,9.0,0.010657265335215216,1.8172676774713326e-05,1.0,0.0031185803034428135,2.475063732891122e-05,1.0,0.004133502033985452,5.040856139006649e-06,0.0,0.002683229136871927,0.0,0.0,0.001682305515471595,0.0,0.0,0.0039895709244566315,0.0,0.0,0.0026606205029729543,0.0,,0.0020876826722338203,,0.0,0.0015481675093608983,0.0,0.0,0.0009269310046224585,0.0,,0.0014897838166284764,,1.0,0.001922533220243144,6.282788301448183e-06,1.0,0.0013527590497410225,3.617002806794178e-06,3.0,0.009226162680454968,8.49033375501991e-06,0.0,0.002525183213021162,0.0,7.0,0.006728441021341559,8.759361567675453e-06,1.0,0.005465831286069398,2.907357067058191e-06,1.0,0.00152163800783683,7.884134755631242e-06,5.0,0.002318917952251461,3.2873801421200185e-06,45.0,0.0035533945800517715,5.268450993454243e-06
2020-05-10,1161.0,,,1832.0,873.0,968.0,1124.0,5279.0,126.0,820.0,197.0,689.0,712.0,115.0,,786.0,78.0,,,374.0,3265.0,92.0,5378.0,1881.0,193.0,3530.0,30387.0,7.0,0.0017118667309538238,1.0321332572503675e-05,,0.001548467017652524,,,0.0017561646811746388,,7.0,0.001770087644459732,6.763435322717316e-06,1.0,0.003029861313564616,3.4706315161106715e-06,1.0,0.004970066644075455,5.134366367846544e-06,5.0,0.0035266728163808304,1.5688046336213657e-05,1.0,0.010659284521523517,2.0191863083014806e-06,0.0,0.0031185803034428135,0.0,0.0,0.004133502033985452,0.0,0.0,0.002683229136871927,0.0,0.0,0.001682305515471595,0.0,2.0,0.004000809152412847,1.1238227956215864e-05,0.0,0.0026606205029729543,0.0,,0.0020876826722338203,,0.0,0.0015481675093608983,0.0,2.0,0.0009513239257967338,2.4392921174275225e-05,,0.0014897838166284764,,,0.001922533220243144,,0.0,0.0013527590497410225,0.0,5.0,0.009240313236713335,1.4150556258366517e-05,0.0,0.002525183213021162,0.0,1.0,0.006729692358708369,1.251337366810779e-06,1.0,0.005468738643136457,2.907357067058191e-06,0.0,0.00152163800783683,0.0,3.0,0.002320890380336733,1.972428085272011e-06,36.0,0.003557609340846535,4.214760794763394e-06
2020-05-11,1165.0,25.0,98.0,1835.0,873.0,970.0,1127.0,5284.0,127.0,820.0,197.0,690.0,714.0,117.0,79.0,787.0,78.0,420.0,306.0,374.0,3268.0,92.0,5385.0,1885.0,193.0,3535.0,30444.0,4.0,0.0017177646352809688,5.897904327144957e-06,0.0,0.001548467017652524,0.0,1.0,0.0017742694717022124,1.8104790527573596e-05,3.0,0.0017729862595980393,2.8986151383074214e-06,0.0,0.003029861313564616,0.0,2.0,0.004980335376811148,1.0268732735693088e-05,3.0,0.003536085644182559,9.412827801728195e-06,5.0,0.010669380453065024,1.0095931541507403e-05,1.0,0.003143330940771725,2.475063732891122e-05,0.0,0.004133502033985452,0.0,0.0,0.002683229136871927,0.0,1.0,0.0016847471780484767,2.4416625768818503e-06,2.0,0.004012047380369063,1.1238227956215864e-05,2.0,0.002706892163894223,4.627166092126877e-05,0.0,0.0020876826722338203,0.0,1.0,0.0015501371881259886,1.9696787650902013e-06,0.0,0.0009513239257967338,0.0,13.0,0.0015373690491006392,4.758523247216264e-05,0.0,0.001922533220243144,0.0,0.0,0.0013527590497410225,0.0,3.0,0.009248803570468355,8.49033375501991e-06,0.0,0.002525183213021162,0.0,7.0,0.006738451720276045,8.759361567675453e-06,4.0,0.00548036807140469,1.1629428268232763e-05,0.0,0.00152163800783683,0.0,5.0,0.002324177760478853,3.2873801421200185e-06,57.0,0.00356428271210491,6.673371258375374e-06
2020-05-12,1167.0,25.0,98.0,1840.0,874.0,970.0,1136.0,5294.0,127.0,821.0,197.0,691.0,716.0,118.0,79.0,787.0,78.0,421.0,306.0,374.0,3268.0,92.0,5395.0,1885.0,194.0,3537.0,30490.0,2.0,0.0017207135874445412,2.9489521635724785e-06,0.0,0.001548467017652524,0.0,0.0,0.0017742694717022124,0.0,5.0,0.0017778172848285517,4.831025230512369e-06,1.0,0.003033331945080727,3.4706315161106715e-06,0.0,0.004980335376811148,0.0,9.0,0.003564324127587743,2.8238483405184584e-05,10.0,0.010689572316148038,2.0191863083014807e-05,0.0,0.003143330940771725,0.0,1.0,0.004138542890124459,5.040856139006649e-06,0.0,0.002683229136871927,0.0,1.0,0.0016871888406253587,2.4416625768818503e-06,2.0,0.00402328560832528,1.1238227956215864e-05,1.0,0.0027300279943548575,2.3135830460634384e-05,0.0,0.0020876826722338203,0.0,0.0,0.0015501371881259886,0.0,0.0,0.0009513239257967338,0.0,1.0,0.0015410294515984977,3.6604024978586646e-06,0.0,0.001922533220243144,0.0,0.0,0.0013527590497410225,0.0,0.0,0.009248803570468355,0.0,0.0,0.002525183213021162,0.0,10.0,0.006750965093944153,1.251337366810779e-05,0.0,0.00548036807140469,0.0,1.0,0.0015295221425924612,7.884134755631242e-06,2.0,0.0023254927125357008,1.3149520568480073e-06,46.0,0.003569668239787108,5.38552768219767e-06
2020-05-13,1172.0,,,1843.0,874.0,970.0,1139.0,5298.0,127.0,822.0,197.0,691.0,716.0,120.0,79.0,788.0,78.0,423.0,306.0,376.0,3272.0,92.0,5404.0,1886.0,195.0,3543.0,30534.0,5.0,0.0017280859678534724,7.372380408931197e-06,,0.001548467017652524,,,0.0017742694717022124,,3.0,0.0017807158999668593,2.8986151383074214e-06,0.0,0.003033331945080727,0.0,0.0,0.004980335376811148,0.0,3.0,0.0035737369553894716,9.412827801728195e-06,4.0,0.010697649061381244,8.076745233205922e-06,0.0,0.003143330940771725,0.0,1.0,0.004143583746263465,5.040856139006649e-06,0.0,0.002683229136871927,0.0,0.0,0.0016871888406253587,0.0,0.0,0.00402328560832528,0.0,2.0,0.002776299655276126,4.627166092126877e-05,0.0,0.0020876826722338203,0.0,1.0,0.0015521068668910788,1.9696787650902013e-06,0.0,0.0009513239257967338,0.0,2.0,0.001548350256594215,7.320804995717329e-06,0.0,0.001922533220243144,0.0,2.0,0.001359993055354611,7.234005613588356e-06,4.0,0.009260124015475048,1.1320445006693213e-05,0.0,0.002525183213021162,0.0,9.0,0.00676222713024545,1.126203630129701e-05,1.0,0.005483275428471748,2.907357067058191e-06,1.0,0.0015374062773480925,7.884134755631242e-06,6.0,0.002329437568706245,3.944856170544022e-06,44.0,0.0035748196140918185,5.151374304710815e-06
2020-05-14,1176.0,25.0,,1847.0,874.0,971.0,1141.0,5305.0,128.0,823.0,197.0,693.0,716.0,122.0,79.0,788.0,78.0,425.0,307.0,377.0,3272.0,92.0,5409.0,1888.0,197.0,3548.0,30576.0,4.0,0.0017339838721806174,5.897904327144957e-06,0.0,0.001548467017652524,0.0,,0.0017742694717022124,,4.0,0.0017845807201512692,3.864820184409895e-06,0.0,0.003033331945080727,0.0,1.0,0.004985469743178994,5.134366367846544e-06,2.0,0.003580012173923957,6.2752185344854636e-06,7.0,0.010711783365539355,1.4134304158110365e-05,1.0,0.003168081578100636,2.475063732891122e-05,1.0,0.004148624602402472,5.040856139006649e-06,0.0,0.002683229136871927,0.0,2.0,0.0016920721657791224,4.8833251537637006e-06,0.0,0.00402328560832528,0.0,2.0,0.002822571316197395,4.627166092126877e-05,0.0,0.0020876826722338203,0.0,0.0,0.0015521068668910788,0.0,0.0,0.0009513239257967338,0.0,2.0,0.0015556710615899324,7.320804995717329e-06,1.0,0.0019288160085445922,6.282788301448183e-06,1.0,0.001363610058161405,3.617002806794178e-06,0.0,0.009260124015475048,0.0,0.0,0.002525183213021162,0.0,5.0,0.0067684838170795035,6.256686834053895e-06,2.0,0.005489090142605864,5.814714134116382e-06,2.0,0.001553174546859355,1.5768269511262485e-05,5.0,0.002332724948848365,3.2873801421200185e-06,42.0,0.0035797368350190427,4.917220927223959e-06
2020-05-15,1180.0,,99.0,1852.0,874.0,972.0,1143.0,5310.0,128.0,823.0,197.0,697.0,716.0,122.0,79.0,788.0,78.0,427.0,307.0,377.0,3279.0,,5413.0,1897.0,198.0,3550.0,30623.0,4.0,0.0017398817765077624,5.897904327144957e-06,,0.001548467017652524,,1.0,0.001792374262229786,1.8104790527573596e-05,5.0,0.0017894117453817813,4.831025230512369e-06,0.0,0.003033331945080727,0.0,1.0,0.00499060410954684,5.134366367846544e-06,2.0,0.0035862873924584425,6.2752185344854636e-06,5.0,0.010721879297080862,1.0095931541507403e-05,0.0,0.003168081578100636,0.0,0.0,0.004148624602402472,0.0,0.0,0.002683229136871927,0.0,4.0,0.0017018388160866497,9.766650307527401e-06,0.0,0.00402328560832528,0.0,0.0,0.002822571316197395,0.0,0.0,0.0020876826722338203,0.0,0.0,0.0015521068668910788,0.0,0.0,0.0009513239257967338,0.0,2.0,0.0015629918665856497,7.320804995717329e-06,0.0,0.0019288160085445922,0.0,0.0,0.001363610058161405,0.0,7.0,0.009279934794236762,1.9810778761713124e-05,,0.002525183213021162,,4.0,0.006773489166546747,5.005349467243116e-06,9.0,0.005515256356209388,2.6166213603523717e-05,1.0,0.0015610586816149862,7.884134755631242e-06,2.0,0.002334039900905213,1.3149520568480073e-06,47.0,0.0035852394393899836,5.502604370941098e-06
